TIME, MOTION (YES/NO), PRESSURE, TEMPERATURE FROM HUMIDITY SENSOR,TEMPERATURE FROM PRESSURE SENSOR,HUMIDITY,LIGHT, MOVIMENT X-ASSIS, MOVIMENT Y-ASSIS, MOVIMENT Z-ASSIS, ACCELERATION X-ASSIS, ACCELERATION Y-ASSIS, ACCELERATION Z-ASSIS
2023-01-24 13:26:55.163293,NO, 1009.569091796875, 32.59978103637695, 32.849998474121094, 37.94491958618164, (56. 53. 37. 140), 19.982642199957546, 330.7260311984734, 84.65467596945868, 0.03854890167713165, 0.031077450141310692, 0.9669890999794006
2023-01-24 13:27:00.148423,NO, 1009.5703125, 32.59978103637695, 32.86249923706055, 37.829219818115234, (55. 52. 37. 139), 19.745231654597074, 330.96437747975017, 84.54199833872097, 0.03976112976670265, 0.035933300852775574, 0.9650395512580872
2023-01-24 13:27:05.123694,NO, 1009.551513671875, 32.730262756347656, 32.90208435058594, 38.48991775512695, (55. 52. 37. 139), 19.974857491851026, 331.26713244490014, 84.82484330244037, 0.03951868414878845, 0.03253420814871788, 0.9645521640777588
2023-01-24 13:27:10.117700,NO, 1009.60107421875, 32.6929817199707, 32.88750076293945, 37.67394256591797, (55. 52. 37. 138), 19.56378597174839, 331.1778072309347, 84.89251681673686, 0.04073091223835945, 0.032291412353515625, 0.9640647172927856
2023-01-24 13:27:15.092855,NO, 1009.576171875, 32.61842346191406, 32.852081298828125, 37.774417877197266, (55. 52. 37. 139), 19.335083917579684, 331.4323103246931, 84.61392023068122, 0.04218558967113495, 0.032291412353515625, 0.9630899429321289
2023-01-24 13:27:20.053810,YES, 1009.547607421875, 32.823463439941406, 32.991668701171875, 38.091064453125, (46. 44. 30. 117), 19.017338394748815, 331.59322104380215, 84.76087175067404, 0.036609333008527756, 0.03253420814871788, 0.9679639339447021
2023-01-24 13:27:27.765276,NO, 1009.5771484375, 32.80482482910156, 32.97916793823242, 37.91142654418945, (54. 51. 35. 135), 18.64469010382209, 331.6674003132831, 83.90601210434441, 0.03854890167713165, 0.03204862028360367, 0.9662579894065857
2023-01-24 16:13:09.565023,NO, 1009.53466796875, 32.71162414550781, 32.991668701171875, 37.600868225097656, (55. 53. 38. 140), 339.4451365042098, 161.05224062864056, 77.99584258534321, 0.04073091223835945, 0.031563032418489456, 0.9630899429321289
2023-01-24 16:13:17.199905,NO, 1009.58447265625, 32.842105865478516, 33.10416793823242, 38.07583999633789, (55. 52. 36. 137), 336.78749453023227, 153.36587358578836, 81.33723259901598, 0.03951868414878845, 0.03253420814871788, 0.9652832746505737
2023-01-24 16:13:24.930932,NO, 1009.55859375, 32.730262756347656, 33.00416564941406, 38.03017044067383, (55. 52. 36. 138), 335.130845807424, 144.67514088586415, 85.5597375061879, 0.03879134729504585, 0.033019788563251495, 0.9655268788337708
2023-01-24 16:13:32.667754,YES, 1009.54541015625, 32.842105865478516, 33.11458206176758, 38.12150955200195, (57. 54. 39. 144), 333.5681121857034, 136.68618280240204, 89.25718528129343, 0.03976112976670265, 0.03423375263810158, 0.9643084406852722
2023-01-24 16:13:40.380366,NO, 1009.579833984375, 32.89802551269531, 33.15208435058594, 39.6134033203125, (57. 54. 39. 144), 332.4062833475059, 128.9685334931512, 93.43369569459449, 0.035881996154785156, 0.03836122900247574, 0.9613840579986572
2023-01-24 16:13:58.840776,NO, 1009.53271484375, 33.21491241455078, 33.383331298828125, 37.810951232910156, (55. 52. 37. 139), 331.4557976377015, 120.1355552735723, 98.79251185322475, 0.037094224244356155, 0.03059186413884163, 0.9665017127990723
2023-01-24 16:14:17.166859,NO, 1009.507080078125, 33.21491241455078, 33.383331298828125, 37.80181884765625, (55. 52. 37. 139), 329.0141603962256, 108.73915924716341, 105.87854624916784, 0.037579119205474854, 0.031563032418489456, 0.9613840579986572
2023-01-24 16:14:35.476147,NO, 1009.535400390625, 33.38267517089844, 33.545833587646484, 37.5612907409668, (55. 52. 36. 139), 328.14381329595295, 99.10338108310872, 113.63694446700698, 0.037579119205474854, 0.031563032418489456, 0.9660142660140991
2023-01-24 16:14:53.833609,NO, 1009.57421875, 33.58771896362305, 33.727081298828125, 37.24464416503906, (55. 52. 37. 139), 329.9095128190496, 90.97695861241094, 117.90667330210037, 0.03879134729504585, 0.03204862028360367, 0.9633336067199707
2023-01-24 16:15:12.169099,NO, 1009.554443359375, 33.606361389160156, 33.775001525878906, 37.03151321411133, (55. 52. 37. 139), 331.05161265582956, 84.34134104128434, 118.7469778153087, 0.037821561098098755, 0.032291412353515625, 0.9608966708183289
