TIME, MOTION (YES/NO), PRESSURE, TEMPERATURE FROM HUMIDITY SENSOR,TEMPERATURE FROM PRESSURE SENSOR,CPU TEMPERATURE, HUMIDITY,LIGHT, MOVEMENT X-ASSIS, MOVEMENT Y-ASSIS, MOVEMENT Z-ASSIS, ACCELERATION X-ASSIS, ACCELERATION Y-ASSIS, ACCELERATION Z-ASSIS
2023-01-26 15:30:18.488546,NO, 1005.898193359375, 33.32675552368164, 33.62291717529297, 48.199, 34.45875930786133, (5. 4. 2. 12), 302.56055428791564, 340.02543791383056, 155.12751597651805, 0.008243161253631115, 0.03350537270307541, 0.9669890999794006
2023-01-26 15:30:25.103110,NO, 1005.904541015625, 33.270835876464844, 33.59791564941406, 47.712, 36.48347091674805, (5. 4. 2. 12), 305.07161527966286, 342.6171975906215, 152.67670749853409, 0.009940282441675663, 0.03253420814871788, 0.9691823720932007
2023-01-26 15:30:33.869411,NO, 1006.044921875, 33.21491241455078, 33.49583435058594, 47.225, 34.70233154296875, (5. 4. 2. 12), 307.6932331284105, 345.1718198213478, 149.81192125495565, 0.00654603959992528, 0.03496213257312775, 0.9660142660140991
2023-01-26 15:30:45.117855,YES, 1006.103271484375, 33.047149658203125, 33.366668701171875, 46.738, 34.91850662231445, (5. 3. 2. 12), 310.00643378518623, 345.2999968588596, 149.31830348363883, 0.00024244592350441962, 0.03399096056818962, 0.9667453765869141
2023-01-26 15:30:56.368042,NO, 1006.12744140625, 32.953948974609375, 33.31041717529297, 47.712, 34.66579818725586, (5. 4. 2. 12), 311.1441998669378, 348.39459847744143, 146.94384286019724, 0.01769855059683323, 0.03714726120233536, 0.972594141960144
2023-01-26 15:31:07.455029,NO, 1006.0478515625, 32.99122619628906, 33.26874923706055, 47.712, 35.55484390258789, (5. 4. 2. 12), 313.1177318011942, 349.16830010850566, 146.7824591504882, 0.010425174608826637, 0.03180582821369171, 0.9730815291404724
2023-01-26 15:31:19.532132,YES, 1006.04248046875, 33.02851104736328, 33.266666412353516, 46.738, 35.08596420288086, (5. 3. 2. 12), 313.549037756713, 350.6752592592376, 144.78718330900904, 0.01745610684156418, 0.035933300852775574, 0.9672328233718872
2023-01-26 15:31:31.609478,NO, 1006.01708984375, 32.87938690185547, 33.26250076293945, 47.712, 34.80280685424805, (5. 3. 2. 11), 316.1109734124931, 353.5378333752986, 141.3675671387721, 0.010910065844655037, 0.0369044728577137, 0.9684512615203857
2023-01-26 15:31:43.525376,YES, 1006.130126953125, 32.97258758544922, 33.164581298828125, 46.738, 35.13163375854492, (5. 3. 2. 11), 318.494507942247, 356.16688545807096, 138.96552621146202, 0.010910065844655037, 0.030834658071398735, 0.968207597732544
2023-01-26 15:31:58.248184,NO, 1006.0634765625, 32.67434310913086, 33.09375, 46.738, 35.448280334472656, (5. 3. 2. 12), 320.7558162368036, 356.4010281848004, 136.96757293582823, 0.010425174608826637, 0.03423375263810158, 0.9608966708183289
2023-01-26 15:32:03.285725,NO, 1005.945068359375, 32.6929817199707, 33.025001525878906, 47.225, 35.289955139160156, (5. 3. 2. 11), 322.37290450393914, 356.70936554893643, 135.44101199595204, 0.012122295796871185, 0.036418888717889786, 0.972594141960144
2023-01-26 15:32:11.053587,NO, 1005.973876953125, 32.637062072753906, 32.97916793823242, 45.764, 35.372161865234375, (5. 3. 2. 12), 323.47634888511135, 358.396844678441, 133.50282287555586, 0.009697836823761463, 0.03326258063316345, 0.9635773301124573
2023-01-26 15:32:29.590707,NO, 1005.9775390625, 32.45065689086914, 32.922916412353516, 46.738, 35.500038146972656, (5. 3. 2. 12), 327.9465745081959, 0.15809598747990505, 132.69696983652108, 0.008243161253631115, 0.033019788563251495, 0.967476487159729
2023-01-26 15:32:48.456924,YES, 1005.96533203125, 32.543861389160156, 32.866668701171875, 48.199, 35.42392349243164, (5. 3. 2. 11), 328.82003275963547, 2.341891720158013, 129.07250263269714, 0.014304309152066708, 0.032291412353515625, 0.9645521640777588
2023-01-26 15:32:58.882235,YES, 1005.97265625, 32.487937927246094, 32.806251525878906, 45.764, 35.44219207763672, (5. 3. 2. 11), 330.31149335736694, 1.2294011803169145, 128.61836335478299, 0.006788485683500767, 0.031077450141310692, 0.9718630313873291
2023-01-26 15:33:05.492923,NO, 1005.9892578125, 32.46929931640625, 32.83124923706055, 46.738, 35.71925735473633, (5. 3. 2. 11), 331.66593353015884, 1.5577260258419003, 127.1218006057415, 0.008000715635716915, 0.033019788563251495, 0.9701571464538574
2023-01-26 15:33:14.094025,NO, 1005.996826171875, 32.35745620727539, 32.73958206176758, 46.738, 35.792327880859375, (5. 3. 2. 11), 332.730766851953, 1.7116066660259968, 126.09507290932684, 0.011637403629720211, 0.032291412353515625, 0.9694260358810425
2023-01-26 15:33:25.359138,NO, 1006.088134765625, 32.33881378173828, 32.66666793823242, 46.738, 35.87757873535156, (5. 3. 2. 11), 335.0708357653763, 2.0867162796531598, 124.80118919371631, 0.013576971367001534, 0.0313202403485775, 0.9723504185676575
2023-01-26 15:33:35.448273,NO, 1006.025146484375, 32.301536560058594, 32.59791564941406, 47.712, 35.58833694458008, (5. 3. 2. 12), 335.79263478893756, 2.827717739735731, 123.81732776453265, 0.009455390274524689, 0.03326258063316345, 0.969669759273529
2023-01-26 15:33:46.528776,NO, 1005.938720703125, 32.22697448730469, 32.52708435058594, 46.251, 35.86540222167969, (5. 3. 2. 12), 336.3450434135353, 3.9254855933774557, 122.01794174844947, 0.010182728059589863, 0.03253420814871788, 0.9635773301124573
2023-01-26 15:33:58.612205,NO, 1006.01513671875, 32.26425552368164, 32.51874923706055, 46.251, 36.583946228027344, (5. 3. 2. 12), 337.0264589436289, 4.008684127657381, 120.68998904925891, 0.010182728059589863, 0.03350537270307541, 0.9699134826660156
2023-01-26 15:34:10.691058,NO, 1006.00244140625, 32.33881378173828, 32.52083206176758, 46.251, 35.238197326660156, (5. 3. 2. 12), 338.8890925114264, 4.00771424079524, 119.53746292871097, 0.008485606871545315, 0.031563032418489456, 0.9718630313873291
2023-01-26 15:34:22.594303,YES, 1005.944580078125, 32.22697448730469, 32.54999923706055, 46.738, 36.20336151123047, (5. 3. 2. 11), 340.4790307766111, 4.481745590893403, 118.06727837024405, 0.008243161253631115, 0.03180582821369171, 0.9708882570266724
2023-01-26 15:34:37.482332,NO, 1006.074462890625, 32.22697448730469, 32.52083206176758, 46.251, 36.108978271484375, (5. 3. 2. 11), 342.8620974384069, 4.361061697787978, 117.5292507089438, 0.011637403629720211, 0.03423375263810158, 0.9691823720932007
2023-01-26 15:34:42.527092,NO, 1006.01513671875, 32.26425552368164, 32.516666412353516, 45.277, 35.515262603759766, (5. 3. 2. 12), 343.72112350013026, 4.597131391637014, 117.31419537273679, 0.009940282441675663, 0.03180582821369171, 0.9667453765869141
2023-01-26 15:34:50.300956,NO, 1005.9443359375, 32.11513137817383, 32.40625, 45.764, 35.99327850341797, (5. 3. 2. 11), 344.54509873858035, 4.461775398420755, 116.60082309506397, 0.01260718796402216, 0.033748168498277664, 0.9655268788337708
2023-01-26 15:35:08.660533,NO, 1005.943359375, 32.11513137817383, 32.46666717529297, 46.251, 36.29774475097656, (5. 3. 2. 11), 344.21700889425153, 3.7519791516652683, 117.17281045691753, 0.00872805342078209, 0.03277700021862984, 0.9652832746505737
2023-01-26 15:35:27.522889,YES, 1006.02978515625, 32.189693450927734, 32.420833587646484, 45.764, 34.21518325805664, (5. 3. 2. 12), 345.0452512933856, 4.0701588183952575, 115.16526759568903, 0.011879850178956985, 0.03350537270307541, 0.9711319208145142
2023-01-26 15:35:37.937898,NO, 1005.957763671875, 32.11513137817383, 32.412498474121094, 45.764, 36.07244110107422, (5. 3. 2. 12), 345.3497974756454, 2.2201952515081342, 114.31344738354007, 0.009212944656610489, 0.031077450141310692, 0.9657706022262573
2023-01-26 15:35:44.383008,NO, 1005.980224609375, 32.13377380371094, 32.397918701171875, 46.251, 36.19727325439453, (5. 3. 2. 12), 347.05274207442164, 2.08180665430039, 113.46356694511537, 0.012364741414785385, 0.030349070206284523, 0.9630899429321289
2023-01-26 15:35:53.148241,NO, 1005.9755859375, 32.05921173095703, 32.400001525878906, 46.738, 36.27034378051758, (5. 3. 2. 11), 347.7018286116263, 2.4677108483022296, 113.06029891613949, 0.010182728059589863, 0.03277700021862984, 0.9660142660140991
2023-01-26 15:36:04.397874,NO, 1006.018310546875, 32.15241241455078, 32.36249923706055, 46.251, 36.373863220214844, (5. 3. 2. 12), 348.3456943229841, 0.4171878744630995, 112.93785411488867, 0.010667620226740837, 0.03253420814871788, 0.9604092836380005
2023-01-26 15:36:14.654630,NO, 1005.83154296875, 32.077850341796875, 32.38750076293945, 46.251, 35.8806266784668, (5. 3. 2. 11), 349.1023324339544, 0.11522607837069525, 112.50313989497404, 0.011637403629720211, 0.033019788563251495, 0.9699134826660156
2023-01-26 15:36:25.569910,NO, 1006.006103515625, 31.984649658203125, 32.33958435058594, 47.225, 36.39517593383789, (5. 3. 2. 12), 349.8303810806063, 358.28682452489903, 112.26140583986894, 0.010667620226740837, 0.03180582821369171, 0.9635773301124573
2023-01-26 15:36:37.637585,NO, 1005.988037109375, 32.02193069458008, 32.33124923706055, 44.79, 36.19118118286133, (5. 3. 2. 12), 348.33050825113827, 359.28117947252537, 111.63795983280852, 0.010182728059589863, 0.03204862028360367, 0.9657706022262573
2023-01-26 15:36:49.704619,YES, 1006.021484375, 32.077850341796875, 32.34166717529297, 45.277, 36.322105407714844, (5. 3. 2. 11), 350.1597993967287, 359.90115711752935, 110.62293225044209, 0.012122295796871185, 0.029620693996548653, 0.967476487159729
2023-01-26 15:37:01.607960,NO, 1005.95068359375, 31.984649658203125, 32.264583587646484, 45.277, 36.434757232666016, (5. 3. 2. 12), 351.8972398659081, 359.9279004564203, 110.54444654668949, 0.013819416984915733, 0.030349070206284523, 0.9689386487007141
2023-01-26 15:37:16.328248,YES, 1005.96923828125, 31.798246383666992, 32.23749923706055, 45.277, 36.49260711669922, (5. 3. 2. 11), 352.37526004648157, 359.24753203968316, 110.19043784200773, 0.011394958011806011, 0.03180582821369171, 0.9679639339447021
2023-01-26 15:37:21.865143,YES, 1005.98828125, 31.984649658203125, 32.258331298828125, 45.277, 35.165122985839844, (5. 3. 2. 12), 351.9746984799643, 359.9667528802762, 109.6893956550631, 0.012364741414785385, 0.03204862028360367, 0.9679639339447021
2023-01-26 15:37:29.634775,NO, 1005.981689453125, 31.798246383666992, 32.16875076293945, 47.225, 36.54132080078125, (5. 3. 2. 12), 352.37726299945564, 359.9482302810311, 109.1910787135973, 0.01284963358193636, 0.030106279999017715, 0.9735689163208008
2023-01-26 15:37:47.990516,NO, 1005.98486328125, 31.81688690185547, 32.08333206176758, 44.79, 36.41648864746094, (5. 3. 2. 11), 352.60622630836014, 359.5130537226767, 110.15604100934753, 0.010910065844655037, 0.03180582821369171, 0.9721066951751709
2023-01-26 15:38:06.685941,NO, 1005.95068359375, 31.723684310913086, 32.06666564941406, 44.79, 36.790985107421875, (5. 3. 2. 12), 352.5108614996211, 0.7534270682867052, 107.91534964080066, 0.009697836823761463, 0.029377900063991547, 0.9686949253082275
2023-01-26 15:38:17.099979,YES, 1005.923095703125, 31.723684310913086, 32.09791564941406, 44.79, 36.711822509765625, (5. 3. 2. 12), 352.40509431277616, 1.3848343011550137, 108.4857660591451, 0.013334525749087334, 0.033019788563251495, 0.9657706022262573
2023-01-26 15:38:23.712199,YES, 1005.977294921875, 31.686405181884766, 32.12083435058594, 43.816, 36.580902099609375, (5. 3. 2. 12), 352.67662165304085, 0.28560734835184504, 108.41569514844994, 0.010182728059589863, 0.03204862028360367, 0.9701571464538574
2023-01-26 15:38:32.468715,NO, 1006.04345703125, 31.686405181884766, 32.068748474121094, 44.79, 36.63875198364258, (5. 3. 2. 11), 352.200569420722, 0.9371800744143814, 108.36224208800543, 0.009212944656610489, 0.029377900063991547, 0.9708882570266724
2023-01-26 15:38:43.710077,NO, 1005.899658203125, 31.70504379272461, 32.06666564941406, 44.79, 37.10458755493164, (5. 3. 2. 12), 352.5050063199551, 0.16177054921209258, 108.60561538851132, 0.011879850178956985, 0.030106279999017715, 0.9657706022262573
2023-01-26 15:38:53.960361,NO, 1005.967041015625, 31.59320068359375, 32.00208282470703, 44.303, 36.57176971435547, (5. 3. 2. 11), 353.31631369192894, 359.911433537342, 108.33601416159257, 0.01309207919985056, 0.031563032418489456, 0.9662579894065857
2023-01-26 15:39:05.025786,NO, 1005.945556640625, 31.667762756347656, 31.945833206176758, 44.303, 36.90363693237305, (5. 3. 2. 12), 353.9361456751448, 359.386317801719, 108.59716644450802, 0.009212944656610489, 0.03180582821369171, 0.9708882570266724
2023-01-26 15:39:17.090732,YES, 1005.972900390625, 31.518640518188477, 31.87708282470703, 44.303, 36.657020568847656, (5. 3. 2. 12), 354.14898589562665, 358.5620873383095, 109.67117954054667, 0.010182728059589863, 0.032291412353515625, 0.9723504185676575
2023-01-26 15:39:29.150530,NO, 1006.025146484375, 31.481361389160156, 31.81041717529297, 44.303, 37.33293914794922, (5. 3. 2. 11), 354.98167432102355, 357.4430074801883, 110.28194188631838, 0.012122295796871185, 0.03326258063316345, 0.9706445932388306
2023-01-26 15:39:41.056642,YES, 1006.001220703125, 31.5, 31.806249618530273, 44.303, 37.354251861572266, (5. 3. 2. 11), 356.32544958031326, 356.695815947727, 110.02574832074038, 0.011152512393891811, 0.03204862028360367, 0.9669890999794006
2023-01-26 15:39:55.778855,YES, 1005.894775390625, 31.537281036376953, 31.816665649414062, 44.79, 37.162437438964844, (5. 3. 2. 11), 355.3803097741949, 356.7981449880985, 109.33741551656483, 0.010910065844655037, 0.03277700021862984, 0.9699134826660156
2023-01-26 15:40:01.309557,NO, 1006.019287109375, 31.444080352783203, 31.81458282470703, 44.303, 36.97975540161133, (5. 3. 2. 11), 355.72971450448927, 356.7507897924789, 109.53650870068152, 0.010425174608826637, 0.0313202403485775, 0.9764932990074158
2023-01-26 15:40:09.075218,YES, 1005.945068359375, 31.5, 31.789583206176758, 44.79, 37.135032653808594, (5. 3. 2. 11), 356.8853963858772, 356.38258667404136, 109.25625237865756, 0.011152512393891811, 0.03277700021862984, 0.9786865711212158
2023-01-26 15:40:27.438379,YES, 1005.99072265625, 31.40679931640625, 31.62708282470703, 44.303, 36.513919830322266, (5. 3. 2. 11), 356.4783890417741, 355.0228539584164, 107.49223991228588, 0.009212944656610489, 0.033019788563251495, 0.9638210535049438
2023-01-26 15:40:46.134606,YES, 1005.963623046875, 31.276315689086914, 31.558334350585938, 43.816, 37.39687728881836, (5. 3. 2. 11), 357.4677684100335, 353.02587953426803, 107.25894114080576, 0.013576971367001534, 0.031563032418489456, 0.9686949253082275
2023-01-26 15:40:56.554605,YES, 1005.95361328125, 31.332237243652344, 31.545833587646484, 44.303, 37.765281677246094, (5. 3. 2. 11), 358.1988180710519, 351.83744924368744, 106.04757294055814, 0.010425174608826637, 0.031563032418489456, 0.970400869846344
2023-01-26 15:41:03.165181,NO, 1005.895751953125, 31.239036560058594, 31.508333206176758, 44.79, 37.503440856933594, (5. 3. 2. 11), 358.0381530253096, 352.4854583185505, 105.79223997881556, 0.011394958011806011, 0.032291412353515625, 0.9640647172927856
2023-01-26 15:41:11.756638,YES, 1006.014404296875, 31.20175552368164, 31.46875, 44.79, 37.579559326171875, (5. 3. 2. 12), 358.3331679987478, 352.8672057021122, 105.87664745657858, 0.014546754769980907, 0.033019788563251495, 0.9633336067199707
2023-01-26 15:41:22.998922,YES, 1005.849365234375, 31.18311309814453, 31.402084350585938, 44.303, 37.564334869384766, (5. 3. 2. 11), 358.4025904683586, 353.26075992142785, 105.14077653577974, 0.011394958011806011, 0.031563032418489456, 0.9677202105522156
2023-01-26 15:41:34.238195,NO, 1005.903076171875, 31.276315689086914, 31.460416793823242, 44.79, 37.50952911376953, (5. 3. 2. 11), 358.401497424648, 353.6414328308557, 103.70560352699832, 0.008970499038696289, 0.03423375263810158, 0.9574849009513855
2023-01-26 15:41:45.306340,YES, 1005.859375, 31.257675170898438, 31.495834350585938, 44.79, 37.646541595458984, (5. 3. 2. 11), 359.670660978105, 353.05508072740395, 103.56610374338999, 0.01284963358193636, 0.028892317786812782, 0.973325252532959
2023-01-26 15:41:57.374895,NO, 1005.8837890625, 31.239036560058594, 31.522916793823242, 45.277, 37.83531188964844, (5. 3. 2. 11), 1.4613070200931806, 353.0466275145324, 103.94978278982627, 0.011637403629720211, 0.03326258063316345, 0.9650395512580872
2023-01-26 15:42:09.445987,NO, 1005.881591796875, 31.18311309814453, 31.50208282470703, 44.79, 37.564334869384766, (5. 3. 2. 11), 1.6167100454102494, 351.8030643638583, 103.4944413986182, 0.010910065844655037, 0.03204862028360367, 0.9655268788337708
2023-01-26 15:42:21.351981,YES, 1005.951416015625, 31.20175552368164, 31.495834350585938, 44.303, 37.409053802490234, (5. 3. 2. 11), 1.9199597723882373, 351.69611896938153, 104.10334593293568, 0.010910065844655037, 0.030349070206284523, 0.9728378057479858
2023-01-26 15:42:35.740869,YES, 1005.9833984375, 31.164474487304688, 31.431249618530273, 44.303, 37.86880111694336, (5. 3. 2. 11), 0.36732880086290226, 351.726851405552, 103.3046441019619, 0.010182728059589863, 0.031563032418489456, 0.969669759273529
2023-01-26 15:42:41.279196,YES, 1005.784423828125, 31.220394134521484, 31.458332061767578, 44.79, 37.75614929199219, (5. 3. 2. 12), 0.761707605438288, 352.38775075492623, 103.4035862222787, 0.00872805342078209, 0.03204862028360367, 0.9730815291404724
2023-01-26 15:42:49.046506,YES, 1005.92138671875, 31.29495620727539, 31.50208282470703, 44.79, 37.53997802734375, (5. 3. 2. 11), 359.8663247535879, 352.9877325008667, 102.36394263814356, 0.010667620226740837, 0.03059186413884163, 0.9691823720932007
2023-01-26 15:43:07.406713,NO, 1005.910888671875, 31.239036560058594, 31.46666717529297, 43.816, 37.44254684448242, (5. 3. 2. 11), 0.14442855216708475, 352.94545960631984, 100.53285088393316, 0.013819416984915733, 0.02986348792910576, 0.9718630313873291
2023-01-26 15:43:26.097197,NO, 1005.90576171875, 31.369518280029297, 31.56458282470703, 43.816, 36.73313522338867, (5. 3. 2. 11), 1.8587200828464916, 351.94311910033673, 100.17362391472552, 0.013576971367001534, 0.031563032418489456, 0.973325252532959
2023-01-26 15:43:36.509338,NO, 1005.9091796875, 31.332237243652344, 31.59375, 44.303, 37.75614929199219, (5. 3. 2. 11), 2.2856118151707543, 352.43450510734226, 99.46346182596261, 0.013576971367001534, 0.030834658071398735, 0.9699134826660156
2023-01-26 15:43:43.116162,YES, 1006.016357421875, 31.35087776184082, 31.579166412353516, 44.303, 37.53997802734375, (5. 3. 2. 12), 2.0683368809268905, 353.3522059091306, 100.15054470552005, 0.011394958011806011, 0.03277700021862984, 0.9655268788337708
2023-01-26 15:43:51.873888,YES, 1005.857177734375, 31.313596725463867, 31.56041717529297, 44.303, 37.686119079589844, (5. 3. 2. 11), 0.7135922311084273, 354.2498656552336, 100.3275080767259, 0.010667620226740837, 0.032291412353515625, 0.969669759273529
2023-01-26 15:44:02.122622,NO, 1005.90625, 31.127193450927734, 31.475000381469727, 44.79, 37.7805061340332, (5. 3. 2. 11), 359.7260575742139, 353.3145745550116, 100.20261123756305, 0.011637403629720211, 0.03277700021862984, 0.968207597732544
2023-01-26 15:44:13.364325,YES, 1005.903564453125, 31.40679931640625, 31.50208282470703, 44.303, 37.53997802734375, (5. 3. 2. 12), 359.63233990828195, 353.46209041938454, 99.93257287853743, 0.01284963358193636, 0.031077450141310692, 0.9655268788337708
2023-01-26 15:44:24.107299,NO, 1006.01123046875, 31.164474487304688, 31.53125, 44.79, 37.476036071777344, (5. 3. 2. 11), 358.7413426648687, 353.42976484159016, 100.55497386665485, 0.010425174608826637, 0.029620693996548653, 0.968207597732544
2023-01-26 15:44:36.174858,YES, 1005.87451171875, 31.239036560058594, 31.46875, 44.303, 37.923606872558594, (5. 3. 2. 11), 6.493278136370824, 9.032594766940763, 12.171843624579711, 0.0795222595334053, 0.011654043570160866, 0.9711319208145142
2023-01-26 15:44:48.256684,YES, 1005.935546875, 31.108552932739258, 31.458332061767578, 44.303, 37.7713737487793, (5. 3. 2. 12), 4.180760071625274, 9.018978784830344, 14.296662541404611, 0.011637403629720211, 0.027435559779405594, 0.9616277813911438
2023-01-26 15:45:00.159425,YES, 1005.979248046875, 31.108552932739258, 31.389583587646484, 45.277, 37.80181884765625, (5. 3. 2. 11), 4.772498206124383, 8.758337058555364, 17.265154108472302, 0.008970499038696289, 0.033019788563251495, 0.9650395512580872
2023-01-26 15:45:14.868941,YES, 1005.79345703125, 31.20175552368164, 31.387500762939453, 44.303, 38.01190185546875, (5. 3. 2. 11), 3.0792844924812903, 9.193852118150179, 19.775627703950924, 0.011152512393891811, 0.03204862028360367, 0.9662579894065857
2023-01-26 15:45:20.404890,NO, 1005.828857421875, 31.108552932739258, 31.412500381469727, 45.277, 37.85357666015625, (5. 3. 2. 11), 2.8999525397373165, 8.254984560123981, 23.148571484041856, 0.007273377384990454, 0.028892317786812782, 0.9662579894065857
2023-01-26 15:45:28.171345,YES, 1005.954345703125, 31.29495620727539, 31.489582061767578, 44.79, 38.01494598388672, (5. 3. 2. 11), 2.851453500875172, 8.746122118998443, 26.797296104703104, 0.011152512393891811, 0.03277700021862984, 0.9740563035011292
2023-01-26 15:45:46.521452,NO, 1005.71044921875, 31.239036560058594, 31.522916793823242, 44.79, 38.01190185546875, (5. 3. 2. 11), 4.750854190418259, 9.418080398412528, 29.977973474752766, 0.008485606871545315, 0.031563032418489456, 0.970400869846344
2023-01-26 15:46:05.203564,NO, 1005.789306640625, 31.164474487304688, 31.587499618530273, 45.277, 37.96623229980469, (5. 3. 2. 11), 5.286056287836234, 8.635714672386126, 31.25933403852008, 0.009940282441675663, 0.02986348792910576, 0.9735689163208008
2023-01-26 15:46:15.616296,YES, 1005.895263671875, 31.220394134521484, 31.581249237060547, 45.277, 37.975364685058594, (5. 3. 2. 11), 5.634231157193158, 9.32758466077809, 34.20438866522452, 0.006788485683500767, 0.03059186413884163, 0.9723504185676575
